resnet34,avg,cosine, 0.755842698037
resnet101,avg,cosine, 0.757435452078
resnet101,avg,d1, 0.764556148137
resnet152,avg,cosine, 0.776918319273
resnet152,avg,d1, 0.78474710149
resnet152,max,d1, 0.748099342614
resnet152,fc,cosine, 0.776918319273
resnet152,fc,d1, 0.70010267663
